,Address,Title,Country Name,Description,Tags,Profile Link
451,EFACILITY® - SIERRA,"Stand No- H9-A24, Hall No- Hall 9",India,"SIERRA is a Software Product and Services company with 25 years of experience, serving 200+ clients across 29+ countries.",Smart Cities - Software Services - 3D Printing & Printing Services - Artificial Intelligence - Coding and Development - ,https://exhibitors.gitex.com/gitex-global-2023/Exhibitor/ExbDetails/MTkwOQ==
452,EFEVRE TECH LTD,"Stand No- H13-B40, Hall No- Hall 13",Cyprus,EFEVRE TECH is specializing in Biomedical Engineering offering cutting-edge solutions in Health-Science to drive global healthcare innovation.,Sustainability & Green Tech - Artificial Intelligence - Fintech - HealthTech - ,https://exhibitors.gitex.com/gitex-global-2023/Exhibitor/ExbDetails/MTUxNw==
453,EKASSIR,"Stand No- H15-E1-9, Hall No- Hall 15",Russian Federation,"Software developer for banks and financial institutions: payment and transaction systems, software for ATMs, Open APIs solutions, mobile development.",Software Services - Coding and Development - Cyber security - Fintech - ,https://exhibitors.gitex.com/gitex-global-2023/Exhibitor/ExbDetails/MzQ4Mw==
454,ELECTRONICS AND COMPUTER SOFTWARE EXPORT PROMOTION COUNCIL,"Stand No- H23-E10, H13-A30, H9-A20, H25-E10, Hall No- Hall 23",India,Building partnerships between Indian and Foreign Electronics and Software companies., - ,https://exhibitors.gitex.com/gitex-global-2023/Exhibitor/ExbDetails/Mjg5OQ==
455,ELISION TECHNOLAB LLP,"Stand No- H4-32, Hall No- Hall 4",India,"Elision offers advanced unified communication solutions. We have served 50+ countries, 2200+ clients. Endorsed by Gartner under various categories.",Networking & Infrastructure - Software Services - 5G & Telecommunications - Cloud Services - Ecommerce - ,https://exhibitors.gitex.com/gitex-global-2023/Exhibitor/ExbDetails/MTAwMw==
456,"ELITEGROUP COMPUTER SYSTEMS CO., LTD","Stand No- H2-E46, Hall No- Hall 2",Taiwan (R.O.C.),"Elitegroup Computer Systems was established in 1987.ECS not only produces high-quality product, but also provide customized computer/software design.",Retail Tech - Artificial Intelligence - Cloud Services - Cyber security - Education Tech - ,https://exhibitors.gitex.com/gitex-global-2023/Exhibitor/ExbDetails/OTc0
457,ELITEVAD,"Stand No- H24-C12, Hall No- Hall 24",United Arab Emirates,"A leading Value-Added Cyber Security distributor covering ME, Africa & Pakistan and offering a range of solutions from top vendors in Cyber Security.",Regulatory Technology - Smart Cities - Cloud Services - Cyber security - Internet of Things (IOT) - ,https://exhibitors.gitex.com/gitex-global-2023/Exhibitor/ExbDetails/MTcxNw==
458,ELITMIND MIDDLE EAST FZ-LLC,"Stand No- H7-D1-MS20, Hall No- Hall 7",United Arab Emirates,"Elitmind transforms businesses into data-qriven organizations by providing Business Intelligence solutions, including AI and Machine Learning.",Sustainability & Green Tech - Artificial Intelligence - Big Data & Analytics - Cloud Services - Coding and Development - ,https://exhibitors.gitex.com/gitex-global-2023/Exhibitor/ExbDetails/NDM4Nw==
459,ELLIPTIC LABS,"Stand No- H1-A1, Hall No- Hall 1",Norway,Elliptic Labs' AI Virtual Smart Sensor Platform is a scalable software-only sensor platform deployed in hundreds of millions of devices globally.,Smart Cities - Artificial Intelligence - Coding and Development - HealthTech - Internet of Things (IOT) - ,https://exhibitors.gitex.com/gitex-global-2023/Exhibitor/ExbDetails/NDIxNg==
460,ELM COMPANY,"Stand No- H16-A45, Hall No- Hall 16",Saudi Arabia,International company..Offers comprehensive digital solutions.,Blockchain - Cloud Services - Ecommerce - Fintech - HealthTech - ,https://exhibitors.gitex.com/gitex-global-2023/Exhibitor/ExbDetails/NDcw
461,ELTEX ENTERPRISE LTD.,"Stand No- H21-24, Hall No- Hall 21",Russian Federation,Developer and Manufacturer of telecommunications equipment,"Networking & Infrastructure - 5G & Telecommunications - Consumer Tech, Smart Home & Smart Workplace - ",https://exhibitors.gitex.com/gitex-global-2023/Exhibitor/ExbDetails/MzQ1OA==
462,EMARATECH,"Stand No- H19-A20, Hall No- Hall 19",United Arab Emirates,"emaratech, a leading online technology solutions company.",Coding and Development - ,https://exhibitors.gitex.com/gitex-global-2023/Exhibitor/ExbDetails/NDM3
463,EMIRATES COLLEGE ADVANCED EDUCATION,"Stand No- H19-B20, Hall No- Hall 19",United Arab Emirates,Emirates College for Advanced Education (ECAE) was founded in 2007 under the decree of His Highness Sheikh Khalifa Bin Zayed Al Nahyan.,"3D Printing & Printing Services - Artificial Intelligence - Data Centres - Education Tech - Metaverse, Immersive Tech - ",https://exhibitors.gitex.com/gitex-global-2023/Exhibitor/ExbDetails/MjE5MQ==
464,EMIRATES DEVELOPMENT BANK,"Stand No- H18-B10, H18-B30, Hall No- Hall 18",United Arab Emirates,"EDB is the UAE’s development bank, a key financial engine for the economic development and industrial advancement of the nation.", - ,https://exhibitors.gitex.com/gitex-global-2023/Exhibitor/ExbDetails/NDMzMg==
465,EMIRATES REAL ESTATE SOLUTIONS (ERES),"Stand No- H19-A25, Hall No- Hall 19",United Arab Emirates,"Clarify, Design, Build, Optimize",Smart Cities - ,https://exhibitors.gitex.com/gitex-global-2023/Exhibitor/ExbDetails/NTQ2
466,EMIRATES SCHOOLS ESTABLISHMENT,"Stand No- H18-B10, H18-B30, Hall No- Hall 18",United Arab Emirates,"Enhancing the efficiency of UAE's public education sector Implementing policies in the education sector, including vocational and technical education.",Space Tech - 5G & Telecommunications - AgriTech & FoodTech - Blockchain - Cloud Services - ,https://exhibitors.gitex.com/gitex-global-2023/Exhibitor/ExbDetails/NDQyNQ==
467,EMIRATES TELECOMMUNICATIONS CORPORATION (ETISALAT),"Stand No- H22-A20, H22-10, Hall No- Hall 22",United Arab Emirates,Since 1976 we operate in 16 countries across Middle East Asia & Africa. First as the Emirates telephone company today as global technology group e&,Regulatory Technology - Internet of Things (IOT) - ,https://exhibitors.gitex.com/gitex-global-2023/Exhibitor/ExbDetails/MjA0Nw==
468,EMIRATES TRANSPORT,"Stand No- H18-4, Hall No- Hall 18",United Arab Emirates,"ET is a government company, established in 1981 under Federal Law No. (17) under the name of Emirates General Transport and Service Corporation.", - ,https://exhibitors.gitex.com/gitex-global-2023/Exhibitor/ExbDetails/MTU0OQ==
469,EMIRCOM LLC,"Stand No- H6-A10, Hall No- Hall 6",United Arab Emirates,"For nearly 30 years, Emircom has been a leading provider of ICT solutions in the UAE and KSA.", - ,https://exhibitors.gitex.com/gitex-global-2023/Exhibitor/ExbDetails/MzQ1NQ==
470,EMIZEN TECH PRIVATE LIMITED,"Stand No- H23-A05.10, Hall No- Hall 23",India,"Emizen Tech is a Software Development Company, transforming global businesses by turning their innovative ideas into technological masterpieces.",Software Services - Artificial Intelligence - Coding and Development - Ecommerce - Internet of Things (IOT) - ,https://exhibitors.gitex.com/gitex-global-2023/Exhibitor/ExbDetails/NDM2NA==
471,EMT DISTRIBUTION,"Stand No- H24-A50, Hall No- Hall 24",United Arab Emirates,"Emt Distribution is a leading technology distribution company based in Dubai, United Arab Emirates specialized in providing cybersecurity solutions.",Networking & Infrastructure - Software Services - Cloud Services - Cyber security - Internet of Things (IOT) - ,https://exhibitors.gitex.com/gitex-global-2023/Exhibitor/ExbDetails/MTA2OQ==
472,ENGINEER.AI,"Stand No- CC2-5, CC2-6, Hall No- Concourse 2",United Arab Emirates,Builder.ai uses the power of software to unlock every human’s potential. We make sure you’re never held back by tech knowledge or budget.,Agnostic - ,https://exhibitors.gitex.com/gitex-global-2023/Exhibitor/ExbDetails/MTE1MA==
473,ENTERPRISE ESTONIA,"Stand No- H1-B1, Hall No- Hall 1",Estonia,Estonia is your source of smart products and services., - ,https://exhibitors.gitex.com/gitex-global-2023/Exhibitor/ExbDetails/OTQ2
474,ENTIGO - YOUR PARTNER IN DEVOPS RELIABILITY ENGINEERING,"Stand No- H1-B1, Hall No- Hall 1",Estonia,"No Infrastructure Hassles: With Entigo, you can deploy your software in seconds, scale infinitely, and forget about infrastructure complexities.",Cloud Services - ,https://exhibitors.gitex.com/gitex-global-2023/Exhibitor/ExbDetails/MTUzNQ==
475,ENTRUST,"Stand No- H3-C1, Hall No- Hall 3",United Arab Emirates,"A Global Leader in Identity, Payments and Data Security", - ,https://exhibitors.gitex.com/gitex-global-2023/Exhibitor/ExbDetails/NTEzNA==
476,"ENVIRONMENTAL SYSTEMS RESEARCH INSTITUTE, INC.","Stand No- H6-B50, Hall No- Hall 6",United States of America,Esri is the global market leader in geographic information system (GIS) and location intelligence. Visit us at esri.com.,Smart Cities - 5G & Telecommunications - AgriTech & FoodTech - Artificial Intelligence - Big Data & Analytics - ,https://exhibitors.gitex.com/gitex-global-2023/Exhibitor/ExbDetails/NDUw
477,ENVNT (CODELAB),"Stand No- H19-5, Hall No- Hall 19",Saudi Arabia,Reinventing the future Transform your business using the latest technology, - ,https://exhibitors.gitex.com/gitex-global-2023/Exhibitor/ExbDetails/Mjc0NA==
478,EPICENTER TECHNOLOGIES PVT. LTD.,"Stand No- H15-D30-8, Hall No- Hall 15",India,"Epicenter.ai, 22 Years of Tech Brilliance, innovating AI, RPA, Data Science for Automation Across Industries along with on demand IT staffing services",Retail Tech - Software Services - Artificial Intelligence - Big Data & Analytics - Coding and Development - ,https://exhibitors.gitex.com/gitex-global-2023/Exhibitor/ExbDetails/MzI2Mg==
479,EPM,"Stand No- H6-09, Hall No- Hall 6",United Arab Emirates,"Provider of customized AI solutions on customer behavior analytics, process & quality monitoring, health & safety, RTLS and identification solutions.","Artificial Intelligence - Fintech - HealthTech - Internet of Things (IOT) - Media, Marketing & Advertising Tech - ",https://exhibitors.gitex.com/gitex-global-2023/Exhibitor/ExbDetails/NDc1MQ==
480,EPROMIS SOLUTIONS LLC,"Stand No- CC2-29, Hall No- Concourse 2",United Arab Emirates,"ePROMIS Solutions Inc. is a leading global enterprise software provider based in Houston, Texas with a reputation for innovative products and service.", - ,https://exhibitors.gitex.com/gitex-global-2023/Exhibitor/ExbDetails/NDgz
481,EPSON,"Stand No- H4-D20, Hall No- Hall 4",United Arab Emirates,"Epson is a global technology leader, Led by the Japan-based Seiko Epson Corporation.", - ,https://exhibitors.gitex.com/gitex-global-2023/Exhibitor/ExbDetails/OTIz
482,ERICSSON AB DUBAI BRANCH,"Stand No- H21-D10, Hall No- Hall 21",United Arab Emirates,Ericsson enables communications service providers and enterprises to capture the full value of connectivity., - ,https://exhibitors.gitex.com/gitex-global-2023/Exhibitor/ExbDetails/MjU4Mg==
483,ESET,"Stand No- H25-E40, Hall No- Hall 25",United Arab Emirates,"When technology enables progress, ESET is here to protect it.ESET is a global digital security company, protecting millions of customers.", - ,https://exhibitors.gitex.com/gitex-global-2023/Exhibitor/ExbDetails/MTA1Mw==
484,"ESOL INFORMATION & COMMUNICATION CO.,LTD","Stand No- H2-40, Hall No- Hall 2","Korea, Republic Of","ESOL is founded upon the goal of providing technology that enables a stable, convenient, stimulating educational environment.",Education Tech - ,https://exhibitors.gitex.com/gitex-global-2023/Exhibitor/ExbDetails/MTQ0MQ==
485,ESONIC,"Stand No- H2-F43, Hall No- Hall 2",China,"ITZR was established in 2001. Specializing in the research, production and sale of Motherboard/AIO PC/Laptop/Tablet PC/Mini PC","Consumer Tech, Smart Home & Smart Workplace - ",https://exhibitors.gitex.com/gitex-global-2023/Exhibitor/ExbDetails/MTQ0Ng==
486,ESPRINET SPA,"Stand No- H15-25, Hall No- Hall 15",Italy,"Celly is an Esprinet Group's brand and it is one of the Italian leading players in the mobile phone accessories market, was founded in Italy in 1998.","Mobile Accessories & Peripherals - Consumer Tech, Smart Home & Smart Workplace - Gaming - HealthTech - ",https://exhibitors.gitex.com/gitex-global-2023/Exhibitor/ExbDetails/MjU2Ng==
487,ESTSOFT,"Stand No- H14-F42, Hall No- Hall 14","Korea, Republic Of",ESTsoft is a company specializing in AI services with the goal of delivering useful AI technologies that can make our daily lives easier.,Artificial Intelligence - ,https://exhibitors.gitex.com/gitex-global-2023/Exhibitor/ExbDetails/Mzk0Mw==
488,ETHER TECHNOLOGY,"Stand No- H14-H7, Hall No- Hall 14",Saudi Arabia,"Ether Tech, Riyadh: Leading software solutions. Products: Hudoor (Attendance), Wathiq (Saudi ID SDK), Mawred (HRMS), FieldBio (Biometric ID).",Software Services - Artificial Intelligence - Blockchain - Coding and Development - Fintech - ,https://exhibitors.gitex.com/gitex-global-2023/Exhibitor/ExbDetails/NDQ2Mw==
489,ETHICS ADVANCE TECHNOLOGY LIMITED,"Stand No- H4A-02, Hall No- Hall 4A",Bangladesh,Ethics Advanced Technology Limited (EATL) is a private company and a leading innovative ICT services/solutions provider in Bangladesh since 2000., - ,https://exhibitors.gitex.com/gitex-global-2023/Exhibitor/ExbDetails/MjkzNg==
490,ETISALCOM BAHRAIN CO. W.L.L,"Stand No- H20-A10, Hall No- Hall 20",Bahrain,"Etisalcom is a realm of Information and Communication Technology (ICT), setting the standard for innovation and creativity since 2005.",Space Tech - 5G & Telecommunications - Blockchain - Cloud Services - ,https://exhibitors.gitex.com/gitex-global-2023/Exhibitor/ExbDetails/NTIwMg==
491,ETK KABLO SANAYI VE TICARET A.S.,"Stand No- H21-10, Hall No- Hall 21",Türkiye,"ETK Kablo is a fiber optic cable, telecommunications cable, low current cable manufacturer from Türkiye, which exports to more than 120 countries.",Mobile Accessories & Peripherals - Smart Cities - 5G & Telecommunications - Data Centres - Internet of Things (IOT) - ,https://exhibitors.gitex.com/gitex-global-2023/Exhibitor/ExbDetails/MTAzNA==
492,EURO HOLOGRAPHY LTD,"Stand No- H10-8, Hall No- Hall 10",United Kingdom,"Euro Holography offers the best quality & highest level of services in security printing field, anti-counterfeiting of documents and brand protection.","Big Data & Analytics - Cloud Services - Consumer Tech, Smart Home & Smart Workplace - Education Tech - Fintech - ",https://exhibitors.gitex.com/gitex-global-2023/Exhibitor/ExbDetails/Njg0
493,EUROPEAN PAVILION,"Stand No- H1-A1, Hall No- Hall 1",Belgium,"The European Innovation Council is Europe flagship programme to identify, develop and scale up breakthrough technologies and game changing innovations",Agnostic - ,https://exhibitors.gitex.com/gitex-global-2023/Exhibitor/ExbDetails/MTczMw==
494,EUROPESPARES B.V.,"Stand No- H11-M108, Hall No- Hall 11",Netherlands,-,Mobile Accessories & Peripherals - 5G & Telecommunications - ,https://exhibitors.gitex.com/gitex-global-2023/Exhibitor/ExbDetails/MTYyMQ==
495,EVANSSION,"Stand No- H25-B15, Hall No- Hall 25",United Arab Emirates,Evanssion is a value-added distributor (VAD) specialized in delivering Cybersecurity and Cloud-Native Security solutions across the Middle East.,Blockchain - Cloud Services - Cyber security - Fintech - ,https://exhibitors.gitex.com/gitex-global-2023/Exhibitor/ExbDetails/MTA1Mg==
496,EVENTO SOLUTIONS LLC,"Stand No- H14-9, Hall No- Hall 14",United Arab Emirates,"eVento, creativity is boundless thus, doors are opened to state-of-the-art technologies & inventively engineered solutions to put our valued clients", - ,https://exhibitors.gitex.com/gitex-global-2023/Exhibitor/ExbDetails/NzI4
497,EVERESTIMS TECHNOLOGIES PVT LTD,"Stand No- H23-C10.1, Hall No- Hall 23",India,"A leading software company offering IOTM, AIOps and OSS solutions with a rich market experience in the I&O, AI, IoT, and digital transformation space.",Networking & Infrastructure - 5G & Telecommunications - Cloud Services - ,https://exhibitors.gitex.com/gitex-global-2023/Exhibitor/ExbDetails/MTkyMA==
